ctrl-A	decode=	1964	tok/s
ctrl-A	decode=	1969	tok/s
ctrl-A	decode=	1864	tok/s
ctrl-A	decode=	1880	tok/s
ctrl-A	decode=	2292	tok/s
ctrl-A	decode=	2358	tok/s
4f2356a	decode=	2424	tok/s
4f2356a	decode=	2420	tok/s
4f2356a	decode=	2146	tok/s
4f2356a	decode=	2135	tok/s
4f2356a	decode=	2849	tok/s
4f2356a	decode=	2944	tok/s
